pygame 2.0.1 (SDL 2.0.14, Python 3.8.5)
/diag/1/color/consume-time : ()
/diag/1/color/mix-time : ()
/diag/1/color/produce-time : ()
/diag/1/color/skipped-schedule : ()
/diag/1/color/volume : ()
/diag/1/color/tick-time : ()
/diag/1/color/audio-clipping : ()
/channel/1/output/consume_time : (0.032999999821186066,)
/channel/1/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/1/value/tick-time : (0.5094904899597168,)
/channel/1/format : ('1080i5994',)
/channel/1/profiler/time : (0.03400000184774399, 0.03336666524410248)
/channel/1/timecode : ('03:04:02:06',)
/channel/1/timecode/source : ('free',)
/diag/1/value/produce-time : (0.0,)
/channel/1/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/1/mixer/audio/nb_channels : ()
/channel/1/mixer/audio/1/pFS : (0.0,)
/channel/1/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/2/pFS : (0.0,)
/channel/1/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/3/pFS : (0.0,)
/channel/1/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/pFS : (0.0,)
/channel/1/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/5/pFS : (0.0,)
/channel/1/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/6/pFS : (0.0,)
/channel/1/mixer/audio/7/pFS : (0.0,)
/channel/1/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/8/pFS : (0.0,)
/channel/1/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/1/value/volume : (0.0,)
/diag/1/value/mix-time : (0.0,)
/channel/1/output/port/305/type : ('decklink',)
/diag/6/value/frame-time : (0.044955044984817505,)
/diag/5/value/tick-time : (0.49450549483299255,)
/diag/5/value/buffered-video : (1.0,)
/diag/5/value/buffered-audio : (0.7988764047622681,)
/diag/2/value/consume-time : (0.49450549483299255,)
/channel/2/output/consume_time : (0.032999999821186066,)
/channel/2/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/2/value/tick-time : (0.49450549483299255,)
/channel/2/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/2/format : ('1080i5994',)
/channel/2/timecode : ('03:04:02:06',)
/channel/2/timecode/source : ('free',)
/channel/2/stage/layer/0/paused : (False,)
/channel/2/stage/layer/0/profiler/time : (0.0, 0.03336666524410248)
/channel/2/stage/layer/0/transform/tween/duration : ()
/channel/2/stage/layer/0/transform/video/saturation : (1.0,)
/channel/2/stage/layer/0/transform/tween/remaining : ()
/channel/2/stage/layer/0/transform/video/opacity : (1.0,)
/channel/2/stage/layer/0/transform/audio/volume : (1.0,)
/channel/2/stage/layer/0/transform/video/contrast : (1.0,)
/channel/2/stage/layer/0/transform/video/brightness : (1.0,)
/channel/2/stage/profiler/time : (0.0, 0.03336666524410248)
/diag/2/value/produce-time : (0.0,)
/channel/2/mixer/audio/nb_channels : ()
/channel/2/mixer/audio/1/pFS : (0.0,)
/channel/2/mixer/audio/3/pFS : (0.0,)
/channel/2/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/2/pFS : (0.0,)
/channel/2/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/5/pFS : (0.0,)
/channel/2/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/4/pFS : (0.0,)
/channel/2/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/6/pFS : (0.0,)
/channel/2/mixer/audio/6/dBFS : (-192.65921020507812,)
/diag/2/value/volume : (0.0,)
/channel/2/mixer/audio/7/pFS : (0.0,)
/channel/2/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/8/pFS : (0.0,)
/channel/2/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/2/value/mix-time : (0.0,)
/channel/2/output/port/304/type : ('decklink',)
/diag/6/value/tick-time : (0.49450549483299255,)
/diag/3/value/consume-time : (0.49450549483299255,)
/channel/3/output/consume_time : (0.032999999821186066,)
/channel/3/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/3/value/tick-time : (0.49450549483299255,)
/channel/3/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/3/format : ('NTSC',)
/channel/3/timecode/source : ('free',)
/channel/3/timecode : ('03:04:02:06',)
/diag/3/value/produce-time : (0.0,)
/channel/3/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/3/mixer/audio/nb_channels : ()
/channel/3/mixer/audio/1/pFS : (0.0,)
/channel/3/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/3/mixer/audio/2/pFS : (0.0,)
/channel/3/mixer/audio/2/dBFS : (-192.65921020507812,)
/diag/3/value/volume : (0.0,)
/diag/3/value/mix-time : (0.0,)
/channel/3/output/port/500/type : ('system-audio',)
/channel/3/output/port/600/type : ('screen',)
/diag/7/value/tick-time : (0.5094904899597168,)
/diag/4/value/tick-time : (0.49450549483299255,)
/diag/4/value/buffered-video : (1.0,)
/diag/4/value/buffered-audio : (0.7971286177635193,)
/diag/1/value/consume-time : (0.49450549483299255,)
/channel/1/output/consume_time : (0.032999999821186066,)
/channel/1/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/1/value/tick-time : (0.49450549483299255,)
/channel/1/format : ('1080i5994',)
/channel/1/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/1/timecode/source : ('free',)
/channel/1/timecode : ('03:04:02:07',)
/diag/1/value/produce-time : (0.01498501468449831,)
/channel/1/stage/profiler/time : (0.0010000000474974513, 0.03336666524410248)
/channel/1/mixer/audio/3/pFS : (0.0,)
/channel/1/mixer/audio/nb_channels : ()
/channel/1/mixer/audio/1/pFS : (0.0,)
/channel/1/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/2/pFS : (0.0,)
/channel/1/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/pFS : (0.0,)
/channel/1/mixer/audio/5/pFS : (0.0,)
/channel/1/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/6/pFS : (0.0,)
/channel/1/mixer/audio/7/pFS : (0.0,)
/channel/1/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/8/pFS : (0.0,)
/channel/1/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/1/value/volume : (0.0,)
/diag/1/value/mix-time : (0.0,)
/channel/1/output/port/305/type : ('decklink',)
/diag/6/value/frame-time : (0.044955044984817505,)
/diag/5/value/buffered-video : (1.0,)
/diag/5/value/tick-time : (0.49450549483299255,)
/diag/5/value/buffered-audio : (0.798626720905304,)
/channel/2/output/consume_time : (0.032999999821186066,)
/diag/2/value/consume-time : (0.49450549483299255,)
/channel/2/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/2/value/tick-time : (0.49450549483299255,)
/channel/2/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/2/format : ('1080i5994',)
/channel/2/timecode : ('03:04:02:07',)
/channel/2/timecode/source : ('free',)
/channel/2/stage/layer/0/paused : (False,)
/channel/2/stage/layer/0/transform/tween/remaining : ()
/channel/2/stage/layer/0/profiler/time : (0.0, 0.03336666524410248)
/channel/2/stage/layer/0/transform/tween/duration : ()
/channel/2/stage/layer/0/transform/video/opacity : (1.0,)
/channel/2/stage/layer/0/transform/audio/volume : (1.0,)
/channel/2/stage/layer/0/transform/video/contrast : (1.0,)
/channel/2/stage/layer/0/transform/video/brightness : (1.0,)
/channel/2/stage/layer/0/transform/video/saturation : (1.0,)
/diag/2/value/produce-time : (0.0,)
/channel/2/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/2/mixer/audio/nb_channels : ()
/channel/2/mixer/audio/1/pFS : (0.0,)
/channel/2/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/2/pFS : (0.0,)
/channel/2/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/3/pFS : (0.0,)
/channel/2/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/4/pFS : (0.0,)
/channel/2/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/5/pFS : (0.0,)
/channel/2/mixer/audio/7/pFS : (0.0,)
/channel/2/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/6/pFS : (0.0,)
/channel/2/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/8/pFS : (0.0,)
/channel/2/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/2/value/volume : (0.0,)
/diag/2/value/mix-time : (0.0,)
/channel/2/output/port/304/type : ('decklink',)
/diag/6/value/tick-time : (0.5094904899597168,)
/diag/3/value/consume-time : (0.49450549483299255,)
/channel/3/output/consume_time : (0.032999999821186066,)
/channel/3/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/3/value/tick-time : (0.49450549483299255,)
/channel/3/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/3/format : ('NTSC',)
/channel/3/timecode/source : ('free',)
/channel/3/timecode : ('03:04:02:07',)
/diag/3/value/produce-time : (0.0,)
/channel/3/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/3/mixer/audio/nb_channels : ()
/channel/3/mixer/audio/1/pFS : (0.0,)
/diag/3/value/volume : (0.0,)
/channel/3/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/3/mixer/audio/2/pFS : (0.0,)
/channel/3/mixer/audio/2/dBFS : (-192.65921020507812,)
/diag/3/value/mix-time : (0.0,)
/channel/3/output/port/500/type : ('system-audio',)
/channel/3/output/port/600/type : ('screen',)
/diag/7/value/tick-time : (0.49450549483299255,)
/diag/4/value/tick-time : (0.49450549483299255,)
/diag/4/value/buffered-video : (1.0,)
/diag/4/value/buffered-audio : (0.7966291904449463,)
/diag/1/value/consume-time : (0.4795204699039459,)
/channel/1/output/consume_time : (0.03200000151991844,)
/channel/1/output/profiler/time : (0.03200000151991844, 0.03336666524410248)
/diag/1/value/tick-time : (0.5094904899597168,)
/channel/1/format : ('1080i5994',)
/channel/1/profiler/time : (0.03400000184774399, 0.03336666524410248)
/channel/1/timecode/source : ('free',)
/channel/1/timecode : ('03:04:02:08',)
/diag/1/value/produce-time : (0.0,)
/channel/1/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/1/mixer/audio/nb_channels : ()
/channel/1/mixer/audio/1/pFS : (0.0,)
/channel/1/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/2/pFS : (0.0,)
/channel/1/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/3/pFS : (0.0,)
/channel/1/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/pFS : (0.0,)
/channel/1/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/5/pFS : (0.0,)
/channel/1/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/6/pFS : (0.0,)
/channel/1/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/7/pFS : (0.0,)
/channel/1/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/8/pFS : (0.0,)
/channel/1/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/1/value/volume : (0.0,)
/diag/1/value/mix-time : (0.0,)
/channel/1/output/port/305/type : ('decklink',)
/diag/6/value/frame-time : (0.07492507249116898,)
/diag/5/value/tick-time : (0.5094904899597168,)
/diag/5/value/buffered-video : (1.0,)
/diag/5/value/buffered-audio : (0.7988764047622681,)
/diag/2/value/consume-time : (0.49450549483299255,)
/channel/2/output/consume_time : (0.032999999821186066,)
/channel/2/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/2/value/tick-time : (0.49450549483299255,)
/channel/2/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/2/format : ('1080i5994',)
/channel/2/timecode : ('03:04:02:08',)
/channel/2/timecode/source : ('free',)
/channel/2/stage/layer/0/paused : (False,)
/channel/2/stage/layer/0/profiler/time : (0.0, 0.03336666524410248)
/channel/2/stage/layer/0/transform/tween/duration : ()
/channel/2/stage/layer/0/transform/tween/remaining : ()
/channel/2/stage/layer/0/transform/video/opacity : (1.0,)
/channel/2/stage/layer/0/transform/audio/volume : (1.0,)
/channel/2/stage/layer/0/transform/video/contrast : (1.0,)
/channel/2/stage/layer/0/transform/video/brightness : (1.0,)
/channel/2/stage/layer/0/transform/video/saturation : (1.0,)
/channel/2/stage/profiler/time : (0.0, 0.03336666524410248)
/diag/2/value/produce-time : (0.0,)
/channel/2/mixer/audio/nb_channels : ()
/channel/2/mixer/audio/1/pFS : (0.0,)
/channel/2/mixer/audio/3/pFS : (0.0,)
/channel/2/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/2/pFS : (0.0,)
/channel/2/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/4/pFS : (0.0,)
/channel/2/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/5/pFS : (0.0,)
/diag/2/value/volume : (0.0,)
/channel/2/mixer/audio/7/pFS : (0.0,)
/channel/2/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/6/pFS : (0.0,)
/channel/2/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/8/pFS : (0.0,)
/channel/2/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/2/value/mix-time : (0.0,)
/channel/2/output/port/304/type : ('decklink',)
/diag/6/color/frame-time : ()
/diag/6/context/channel : ()
/diag/6/value/tick-time : (0.49450549483299255,)
/diag/6/text : ('Screen consumer [3|NTSC]',)
/diag/6/color/tick-time : ()
/diag/6/color/dropped-frame : ()
/diag/3/value/consume-time : (0.49450549483299255,)
/channel/3/output/consume_time : (0.032999999821186066,)
/channel/3/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/3/value/tick-time : (0.49450549483299255,)
/channel/3/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/3/format : ('NTSC',)
/channel/3/timecode/source : ('free',)
/channel/3/timecode : ('03:04:02:08',)
/diag/3/value/produce-time : (0.0,)
/channel/3/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/3/mixer/audio/nb_channels : ()
/channel/3/mixer/audio/1/pFS : (0.0,)
/diag/3/value/volume : (0.0,)
/channel/3/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/3/mixer/audio/2/pFS : (0.0,)
/channel/3/mixer/audio/2/dBFS : (-192.65921020507812,)
/diag/3/value/mix-time : (0.01498501468449831,)
/channel/3/output/port/500/type : ('system-audio',)
/channel/3/output/port/600/type : ('screen',)
/diag/7/value/tick-time : (0.49450549483299255,)
/diag/4/value/tick-time : (0.5094904899597168,)
/diag/4/value/buffered-video : (1.0,)
/diag/4/value/buffered-audio : (0.7967540621757507,)
/diag/1/value/consume-time : (0.49450549483299255,)
/channel/1/output/consume_time : (0.032999999821186066,)
/channel/1/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/1/value/tick-time : (0.49450549483299255,)
/channel/1/format : ('1080i5994',)
/channel/1/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/1/timecode/source : ('free',)
/channel/1/timecode : ('03:04:02:09',)
/diag/1/value/produce-time : (0.0,)
/channel/1/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/1/mixer/audio/nb_channels : ()
/channel/1/mixer/audio/1/pFS : (0.0,)
/channel/1/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/2/pFS : (0.0,)
/channel/1/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/3/pFS : (0.0,)
/channel/1/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/pFS : (0.0,)
/channel/1/mixer/audio/5/pFS : (0.0,)
/channel/1/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/6/pFS : (0.0,)
/channel/1/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/7/pFS : (0.0,)
/channel/1/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/8/pFS : (0.0,)
/channel/1/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/1/value/volume : (0.0,)
/diag/1/value/mix-time : (0.01498501468449831,)
/channel/1/output/port/305/type : ('decklink',)
/diag/6/value/frame-time : (0.05994005873799324,)
/diag/5/value/buffered-video : (1.0,)
/diag/5/value/tick-time : (0.49450549483299255,)
/diag/5/value/buffered-audio : (0.7985018491744995,)
/channel/2/output/consume_time : (0.032999999821186066,)
/diag/2/value/consume-time : (0.49450549483299255,)
/channel/2/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/2/value/tick-time : (0.49450549483299255,)
/channel/2/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/2/format : ('1080i5994',)
/channel/2/timecode : ('03:04:02:09',)
/channel/2/timecode/source : ('free',)
/channel/2/stage/layer/0/paused : (False,)
/channel/2/stage/layer/0/profiler/time : (0.0, 0.03336666524410248)
/channel/2/stage/layer/0/transform/tween/duration : ()
/channel/2/stage/layer/0/transform/tween/remaining : ()
/channel/2/stage/layer/0/transform/video/opacity : (1.0,)
/channel/2/stage/layer/0/transform/audio/volume : (1.0,)
/channel/2/stage/layer/0/transform/video/contrast : (1.0,)
/channel/2/stage/layer/0/transform/video/brightness : (1.0,)
/channel/2/stage/layer/0/transform/video/saturation : (1.0,)
/diag/2/value/produce-time : (0.01498501468449831,)
/diag/2/text : ('video_channel[2|1080i5994]',)
/diag/2/context/channel : ()
/diag/2/color/consume-time : ()
/diag/2/color/mix-time : ()
/diag/2/color/produce-time : ()
/diag/2/color/volume : ()
/diag/2/color/audio-clipping : ()
/diag/2/color/tick-time : ()
/diag/2/color/skipped-schedule : ()
/channel/2/stage/profiler/time : (0.0010000000474974513, 0.03336666524410248)
/channel/2/mixer/audio/nb_channels : ()
/channel/2/mixer/audio/1/pFS : (0.0,)
/channel/2/mixer/audio/3/pFS : (0.0,)
/channel/2/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/2/pFS : (0.0,)
/channel/2/mixer/audio/6/pFS : (0.0,)
/channel/2/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/5/pFS : (0.0,)
/channel/2/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/4/pFS : (0.0,)
/channel/2/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/6/dBFS : (-192.65921020507812,)
/diag/2/value/volume : (0.0,)
/channel/2/mixer/audio/7/pFS : (0.0,)
/channel/2/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/8/pFS : (0.0,)
/channel/2/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/2/value/mix-time : (0.0,)
/channel/2/output/port/304/type : ('decklink',)
/diag/6/value/tick-time : (0.5094904899597168,)
/diag/3/value/consume-time : (0.4795204699039459,)
/channel/3/output/consume_time : (0.03200000151991844,)
/channel/3/output/profiler/time : (0.03200000151991844, 0.03336666524410248)
/diag/3/context/channel : ()
/diag/3/text : ('video_channel[3|NTSC]',)
/diag/3/value/tick-time : (0.5094904899597168,)
/diag/3/color/mix-time : ()
/diag/3/color/consume-time : ()
/diag/3/color/skipped-schedule : ()
/diag/3/color/volume : ()
/diag/3/color/produce-time : ()
/diag/3/color/tick-time : ()
/diag/3/color/audio-clipping : ()
/channel/3/profiler/time : (0.03400000184774399, 0.03336666524410248)
/channel/3/format : ('NTSC',)
/channel/3/timecode/source : ('free',)
/channel/3/timecode : ('03:04:02:09',)
/diag/3/value/produce-time : (0.0,)
/channel/3/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/3/mixer/audio/nb_channels : ()
/channel/3/mixer/audio/1/pFS : (0.0,)
/channel/3/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/3/mixer/audio/2/pFS : (0.0,)
/channel/3/mixer/audio/2/dBFS : (-192.65921020507812,)
/diag/3/value/volume : (0.0,)
/diag/3/value/mix-time : (0.0,)
/channel/3/output/port/500/type : ('system-audio',)
/channel/3/output/port/600/type : ('screen',)
/diag/7/value/tick-time : (0.5094904899597168,)
/diag/4/value/tick-time : (0.49450549483299255,)
/diag/4/value/buffered-video : (1.0,)
/diag/4/value/buffered-audio : (0.7978776693344116,)
/diag/1/value/consume-time : (0.4795204699039459,)
/channel/1/output/consume_time : (0.03200000151991844,)
/channel/1/output/profiler/time : (0.03200000151991844, 0.03336666524410248)
/diag/1/value/tick-time : (0.49450549483299255,)
/channel/1/format : ('1080i5994',)
/channel/1/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/1/timecode/source : ('free',)
/channel/1/timecode : ('03:04:02:10',)
/diag/1/value/produce-time : (0.0,)
/channel/1/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/1/mixer/audio/nb_channels : ()
/channel/1/mixer/audio/1/pFS : (0.0,)
/channel/1/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/2/pFS : (0.0,)
/channel/1/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/3/pFS : (0.0,)
/channel/1/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/pFS : (0.0,)
/channel/1/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/5/pFS : (0.0,)
/channel/1/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/6/pFS : (0.0,)
/channel/1/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/7/pFS : (0.0,)
/channel/1/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/8/pFS : (0.0,)
/channel/1/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/1/value/volume : (0.0,)
/diag/1/value/mix-time : (0.01498501468449831,)
/channel/1/output/port/305/type : ('decklink',)
/diag/6/value/frame-time : (0.044955044984817505,)
/diag/5/value/tick-time : (0.49450549483299255,)
/diag/5/color/flushed-frame : ()
/diag/5/context/channel : ()
/diag/5/text : ('DeckLink Duo 2 [2-4|1080i5994]',)
/diag/5/color/tick-time : ()
/diag/5/color/late-frame : ()
/diag/5/color/buffered-audio : ()
/diag/5/color/dropped-frame : ()
/diag/5/color/buffered-video : ()
/diag/5/value/buffered-video : (1.0,)
/diag/5/value/buffered-audio : (0.798626720905304,)
/channel/2/output/consume_time : (0.03200000151991844,)
/diag/2/value/consume-time : (0.4795204699039459,)
/channel/2/output/profiler/time : (0.03200000151991844, 0.03336666524410248)
/diag/2/value/tick-time : (0.5094904899597168,)
/channel/2/profiler/time : (0.03400000184774399, 0.03336666524410248)
/channel/2/format : ('1080i5994',)
/channel/2/timecode : ('03:04:02:10',)
/channel/2/timecode/source : ('free',)
/channel/2/stage/layer/0/paused : (False,)
/channel/2/stage/layer/0/profiler/time : (0.0, 0.03336666524410248)
/channel/2/stage/layer/0/transform/tween/duration : ()
/channel/2/stage/layer/0/transform/video/saturation : (1.0,)
/channel/2/stage/layer/0/transform/tween/remaining : ()
/channel/2/stage/layer/0/transform/video/opacity : (1.0,)
/channel/2/stage/layer/0/transform/audio/volume : (1.0,)
/channel/2/stage/layer/0/transform/video/contrast : (1.0,)
/channel/2/stage/layer/0/transform/video/brightness : (1.0,)
/channel/2/stage/profiler/time : (0.0, 0.03336666524410248)
/diag/2/value/produce-time : (0.0,)
/channel/2/mixer/audio/nb_channels : ()
/channel/2/mixer/audio/1/pFS : (0.0,)
/channel/2/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/2/pFS : (0.0,)
/channel/2/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/6/pFS : (0.0,)
/channel/2/mixer/audio/3/pFS : (0.0,)
/channel/2/mixer/audio/5/pFS : (0.0,)
/channel/2/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/4/pFS : (0.0,)
/channel/2/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/5/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/6/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/7/pFS : (0.0,)
/channel/2/mixer/audio/7/dBFS : (-192.65921020507812,)
/channel/2/mixer/audio/8/pFS : (0.0,)
/channel/2/mixer/audio/8/dBFS : (-192.65921020507812,)
/diag/2/value/volume : (0.0,)
/diag/2/value/mix-time : (0.0,)
/channel/2/output/port/304/type : ('decklink',)
/diag/6/value/tick-time : (0.49450549483299255,)
/diag/3/value/consume-time : (0.49450549483299255,)
/channel/3/output/consume_time : (0.032999999821186066,)
/channel/3/output/profiler/time : (0.032999999821186066, 0.03336666524410248)
/diag/3/value/tick-time : (0.49450549483299255,)
/channel/3/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/3/format : ('NTSC',)
/channel/3/timecode/source : ('free',)
/channel/3/timecode : ('03:04:02:10',)
/diag/3/value/produce-time : (0.0,)
/channel/3/stage/profiler/time : (0.0, 0.03336666524410248)
/channel/3/mixer/audio/nb_channels : ()
/channel/3/mixer/audio/1/pFS : (0.0,)
/diag/3/value/volume : (0.0,)
/channel/3/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/3/mixer/audio/2/pFS : (0.0,)
/channel/3/mixer/audio/2/dBFS : (-192.65921020507812,)
/diag/3/value/mix-time : (0.0,)
/channel/3/output/port/500/type : ('system-audio',)
/channel/3/output/port/600/type : ('screen',)
/diag/7/value/tick-time : (0.49450549483299255,)
/diag/4/value/tick-time : (0.49450549483299255,)
/diag/4/value/buffered-video : (1.0,)
/diag/4/value/buffered-audio : (0.7973783016204834,)
/diag/1/value/consume-time : (0.4795204699039459,)
/channel/1/output/consume_time : (0.03200000151991844,)
/channel/1/output/profiler/time : (0.03200000151991844, 0.03336666524410248)
/diag/1/value/tick-time : (0.49450549483299255,)
/channel/1/format : ('1080i5994',)
/channel/1/profiler/time : (0.032999999821186066, 0.03336666524410248)
/channel/1/timecode/source : ('free',)
/channel/1/timecode : ('03:04:02:11',)
/diag/1/value/produce-time : (0.01498501468449831,)
/channel/1/stage/profiler/time : (0.0010000000474974513, 0.03336666524410248)
/channel/1/mixer/audio/nb_channels : ()
/channel/1/mixer/audio/1/pFS : (0.0,)
/channel/1/mixer/audio/1/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/2/pFS : (0.0,)
/channel/1/mixer/audio/2/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/3/pFS : (0.0,)
/channel/1/mixer/audio/3/dBFS : (-192.65921020507812,)
/channel/1/mixer/audio/4/pFS : (0.0,)
/channel/1/mixer/audio/5/pFS : (0.0,)
